,id_post,fecha_publicacion,hora,categoria,impresiones,vistas,likes,comentarios,shares,longitud,mes,engagement,engage_pond,rango_longitud
2501,2502,2026-06-13 15:02:13,15,design,30228,25825,1684,194,100,227,6,7.66,12.62,Corto
2502,2503,2026-04-19 16:51:29,16,design,10241,9657,492,42,55,285,4,6.1,11.39,Corto
2503,2504,2026-08-09 08:38:03,8,business,1530,1369,37,7,5,63,8,3.58,7.67,Muy Corto
2504,2505,2026-06-19 11:20:21,11,tech,9839,7886,277,94,119,556,6,6.21,20.35,Largo
2505,2506,2026-03-06 09:08:02,9,design,9814,8786,670,30,42,297,3,8.45,12.82,Corto
2506,2507,2026-08-06 07:25:51,7,tech,582,413,16,5,5,208,8,6.3,18.4,Corto
2507,2508,2026-03-16 11:21:15,11,tech,1250,1177,45,12,16,407,3,6.2,18.78,Medio
2508,2509,2026-07-27 17:09:16,17,design,745,507,39,2,1,337,7,8.28,10.85,Corto
2509,2510,2026-07-23 10:50:40,10,tech,12749,10142,247,135,171,268,7,5.45,21.25,Corto
2510,2511,2026-06-28 08:05:39,8,tech,2347,2037,77,12,16,495,6,5.15,12.42,Medio
2511,2512,2026-05-12 10:38:50,10,business,1898,1555,23,12,15,184,5,3.22,12.28,Muy Corto
2512,2513,2026-06-27 21:12:05,21,design,2997,2511,204,8,8,336,6,8.76,11.95,Corto
2513,2514,2026-05-15 14:37:16,14,tech,2933,2326,66,23,34,375,5,5.29,18.49,Medio
2514,2515,2026-07-06 18:00:52,18,tech,71203,59397,1938,301,798,450,7,5.11,16.04,Medio
2515,2516,2026-05-01 08:52:41,8,business,911,855,8,8,4,133,5,2.34,8.42,Muy Corto
2516,2517,2026-04-11 15:16:36,15,tech,812,693,18,8,8,688,4,4.91,16.45,Largo
2517,2518,2026-03-04 17:36:58,17,tech,14981,13638,446,107,223,275,3,5.69,19.49,Corto
2518,2519,2026-08-10 10:51:56,10,design,15850,14096,917,62,35,323,8,7.19,10.25,Corto
2519,2520,2026-08-12 10:43:45,10,design,3458,3005,191,11,14,303,8,7.19,11.55,Corto
2520,2521,2026-02-24 15:34:12,15,design,2793,2535,209,5,6,297,2,8.68,10.93,Corto
2521,2522,2026-05-30 08:53:53,8,tech,3795,2472,53,16,25,329,5,3.8,12.82,Corto
2522,2523,2026-04-14 15:58:17,15,tech,760,643,13,9,11,563,4,5.13,21.31,Largo
2523,2524,2026-04-26 10:17:48,10,tech,3377,2392,57,24,27,382,4,4.52,15.43,Medio
2524,2525,2026-03-30 17:07:27,17,tech,5314,3578,75,24,45,483,3,4.02,14.84,Medio
2525,2526,2026-05-02 10:58:28,10,business,5518,3644,89,16,15,147,5,3.29,7.49,Muy Corto
2526,2527,2026-05-11 09:37:04,9,business,3921,2716,59,10,13,131,5,3.02,7.47,Muy Corto
2527,2528,2026-07-31 17:36:22,17,tech,4960,3853,99,22,44,486,7,4.28,13.99,Medio
2528,2529,2026-08-18 11:41:06,11,tech,6827,5792,152,85,79,426,8,5.46,19.41,Medio
2529,2530,2026-05-04 08:53:51,8,tech,5849,4503,172,67,82,308,5,7.13,24.34,Corto
2530,2531,2026-08-07 10:09:37,10,tech,938,733,28,8,8,426,8,6.0,16.92,Medio
2531,2532,2026-04-10 10:24:58,10,business,3607,3417,73,15,17,119,4,3.07,7.87,Muy Corto
2532,2533,2026-05-04 17:37:57,17,design,9267,8662,480,51,28,318,5,6.45,10.48,Corto
2533,2534,2026-02-27 13:14:53,13,design,12457,11808,965,70,41,429,2,9.11,13.32,Medio
2534,2535,2026-06-23 15:38:24,15,tech,97525,79402,2510,1114,892,476,6,5.69,17.76,Medio
2535,2536,2026-05-12 15:10:56,15,business,730,613,17,2,4,144,5,3.75,9.3,Muy Corto
2536,2537,2026-03-26 04:17:32,4,tech,6755,5208,187,34,102,256,3,6.2,21.87,Corto
2537,2538,2026-06-23 18:34:04,18,tech,3019,2460,63,14,33,301,6,4.47,15.57,Corto
2538,2539,2026-05-17 08:13:25,8,tech,6669,5944,188,46,60,494,5,4.95,14.33,Medio
2539,2540,2026-05-06 08:22:31,8,design,4444,3729,304,10,16,287,5,8.85,12.66,Corto
2540,2541,2026-05-17 09:38:36,9,tech,799,681,20,7,12,468,5,5.73,21.15,Medio
2541,2542,2026-04-28 16:07:43,16,design,1767,1459,130,8,8,271,4,10.01,15.49,Corto
2542,2543,2026-04-12 07:25:29,7,design,3596,3368,252,25,7,276,4,8.43,12.11,Corto
2543,2544,2026-04-01 10:34:46,10,tech,14730,13722,545,165,210,358,4,6.7,21.02,Corto
2544,2545,2026-08-16 17:14:13,17,design,3773,2646,200,16,11,268,8,8.58,13.3,Corto
2545,2546,2026-04-26 12:43:44,12,tech,393,349,11,2,6,468,4,5.44,19.2,Medio
2546,2547,2026-04-14 16:53:53,16,business,798,618,6,4,5,136,4,2.43,10.03,Muy Corto
2547,2548,2026-05-22 14:44:47,14,business,1875,1458,31,12,9,146,5,3.57,10.36,Muy Corto
2548,2549,2026-07-25 07:13:23,7,tech,4912,4393,162,45,41,505,7,5.65,15.25,Medio
2549,2550,2026-07-01 00:15:30,0,business,726,589,14,5,3,153,7,3.74,9.85,Muy Corto
2550,2551,2026-05-01 21:13:18,21,tech,470,327,10,3,3,553,5,4.89,14.07,Largo
2551,2552,2026-05-30 08:50:36,8,business,5088,4597,112,37,24,195,5,3.76,9.83,Muy Corto
2552,2553,2026-04-15 10:57:34,10,design,4426,4015,325,21,22,293,4,9.17,14.57,Corto
2553,2554,2026-07-24 14:39:56,14,design,18049,14837,1021,42,85,304,7,7.74,12.6,Corto
2554,2555,2026-05-06 17:44:13,17,tech,11877,9331,226,105,100,469,5,4.62,15.5,Medio
2555,2556,2026-08-15 09:06:09,9,tech,1709,1175,44,13,17,304,8,6.3,19.74,Corto
2556,2557,2026-08-02 20:39:00,20,tech,2018,1438,55,20,16,272,8,6.33,18.29,Corto
2557,2558,2026-08-12 14:14:56,14,design,12587,9778,546,53,37,273,8,6.5,10.78,Corto
2558,2559,2026-08-02 14:15:24,14,tech,8518,6285,215,44,82,353,8,5.43,16.66,Corto
2559,2560,2026-04-01 14:46:15,14,tech,1223,1099,34,15,11,547,4,5.46,16.56,Largo
2560,2561,2026-05-23 11:45:28,11,tech,66501,52660,1280,754,719,326,5,5.23,19.08,Corto
2561,2562,2026-05-22 10:34:09,10,tech,8062,7268,263,62,76,350,5,5.52,15.4,Corto
2562,2563,2026-07-22 08:59:36,8,business,6497,5177,105,24,32,105,7,3.11,8.83,Muy Corto
2563,2564,2026-06-21 06:53:27,6,tech,638,497,16,5,9,256,6,6.04,21.73,Corto
2564,2565,2026-05-11 17:36:04,17,tech,592,452,9,4,8,294,5,4.65,19.69,Corto
2565,2566,2026-07-07 10:31:31,10,design,9563,7392,450,47,23,334,7,7.03,11.12,Corto
2566,2567,2026-04-25 19:52:53,19,design,1729,1145,80,8,5,324,4,8.12,13.28,Corto
2567,2568,2026-07-29 07:58:56,7,tech,1381,1126,24,8,9,219,7,3.64,11.37,Corto
2568,2569,2026-05-11 01:33:23,1,tech,9205,7051,161,100,111,321,5,5.28,20.55,Corto
2569,2570,2026-05-16 15:39:57,15,tech,10545,9898,271,124,106,467,5,5.06,16.32,Medio
2570,2571,2026-04-07 18:31:45,18,design,10298,7025,376,29,39,258,4,6.32,11.44,Corto
2571,2572,2026-06-20 17:19:47,17,business,821,602,9,5,4,173,6,2.99,10.13,Muy Corto
2572,2573,2026-03-22 20:37:24,20,tech,1992,1770,39,18,28,430,3,4.8,18.93,Medio
2573,2574,2026-05-19 11:05:07,11,design,1911,1479,91,11,4,347,5,7.17,11.29,Corto
2574,2575,2026-07-10 09:25:49,9,tech,1099,730,19,9,13,420,7,5.62,21.78,Medio
2575,2576,2026-04-24 08:48:50,8,tech,1585,1189,28,14,11,491,4,4.46,14.47,Medio
2576,2577,2026-07-29 14:32:27,14,design,6524,5836,440,29,25,260,7,8.46,12.95,Corto
2577,2578,2026-03-12 15:32:16,15,tech,12473,10483,312,152,186,552,3,6.2,22.97,Largo
2578,2579,2026-08-06 20:30:31,20,tech,1085,731,17,8,13,262,8,5.2,20.93,Corto
2579,2580,2026-03-27 10:59:13,10,tech,14727,10761,277,77,213,330,3,5.27,21.27,Corto
2580,2581,2026-06-16 19:55:52,19,design,3772,2535,132,5,12,373,6,5.88,9.78,Corto
2581,2582,2026-08-17 07:47:31,7,design,3568,2995,225,12,10,348,8,8.25,11.79,Corto
2582,2583,2026-03-05 13:43:25,13,business,1780,1576,24,15,7,109,3,2.92,8.88,Muy Corto
2583,2584,2026-03-04 11:59:16,11,design,4667,4415,356,13,16,285,3,8.72,12.14,Corto
2584,2585,2026-06-12 15:17:38,15,tech,12879,11629,250,162,100,539,6,4.4,14.6,Medio
2585,2586,2026-03-08 16:27:33,16,design,1419,965,69,4,5,261,3,8.08,12.95,Corto
2586,2587,2026-04-08 14:47:15,14,tech,6118,5728,131,64,90,495,4,4.98,19.33,Medio
2587,2588,2026-06-07 12:21:21,12,tech,1507,1241,30,18,11,476,6,4.75,15.31,Medio
2588,2589,2026-07-03 10:43:50,10,design,1518,1201,100,8,4,286,7,9.33,13.66,Corto
2589,2590,2026-07-24 07:04:10,7,tech,811,572,19,8,9,362,7,6.29,21.5,Corto
2590,2591,2026-06-23 14:13:42,14,tech,6952,6340,137,86,82,370,6,4.81,17.93,Corto
2591,2592,2026-02-24 09:21:55,9,tech,15964,12807,512,181,125,251,2,6.39,17.46,Corto
2592,2593,2026-05-21 13:10:36,13,business,12805,11019,144,96,92,142,5,3.01,11.47,Muy Corto
2593,2594,2026-05-11 09:01:20,9,design,687,516,27,4,2,288,5,6.4,11.43,Corto
2594,2595,2026-04-09 16:23:42,16,design,906,818,65,3,3,262,4,8.68,12.35,Corto
2595,2596,2026-03-26 18:22:33,18,tech,5780,5441,136,50,58,397,3,4.48,14.7,Medio
2596,2597,2026-03-03 14:20:03,14,tech,3657,2481,94,31,35,388,3,6.45,20.07,Medio
2597,2598,2026-08-18 16:03:23,16,tech,1536,1337,43,19,20,369,8,6.13,20.87,Corto
2598,2599,2026-04-02 21:57:00,21,tech,5774,4247,152,60,56,250,4,6.31,19.78,Corto
2599,2600,2026-06-19 08:57:23,8,tech,38857,36856,1024,204,450,479,6,4.55,14.76,Medio
2600,2601,2026-04-30 16:47:31,16,design,8418,7648,611,40,24,284,4,8.83,12.59,Corto
2601,2602,2026-04-30 15:29:00,15,design,24312,21860,1666,156,113,226,4,8.85,14.61,Corto
2602,2603,2026-05-11 12:47:10,12,design,3638,3034,234,10,8,298,5,8.31,11.14,Corto
2603,2604,2026-04-02 12:01:03,12,business,5262,4134,107,15,22,234,4,3.48,8.3,Corto
2604,2605,2026-02-21 21:45:44,21,tech,12074,8746,283,91,150,475,2,5.99,21.12,Medio
2605,2606,2026-05-29 12:22:08,12,tech,699,520,13,7,4,565,5,4.62,14.04,Largo
2606,2607,2026-02-25 10:03:31,10,design,3968,3238,267,21,7,271,2,9.11,12.57,Corto
2607,2608,2026-07-05 11:37:19,11,tech,484,326,6,1,5,239,7,3.68,15.34,Corto
2608,2609,2026-07-30 11:32:54,11,tech,531,415,10,4,3,385,7,4.1,12.05,Medio
2609,2610,2026-06-25 15:22:23,15,design,15001,11763,665,71,43,266,6,6.62,10.99,Corto
2610,2611,2026-07-18 16:00:49,16,business,2205,1867,52,16,18,144,7,4.61,13.93,Muy Corto
2611,2612,2026-03-06 08:15:30,8,design,22443,19312,1159,134,114,210,3,7.29,13.5,Corto
2612,2613,2026-03-22 13:11:52,13,tech,7468,6493,248,52,117,491,3,6.42,21.44,Medio
2613,2614,2026-06-03 03:46:58,3,design,5140,4490,398,24,22,328,6,9.89,14.92,Corto
2614,2615,2026-03-20 08:26:44,8,tech,5674,4050,159,46,54,362,3,6.4,19.14,Corto
2615,2616,2026-07-23 18:48:04,18,design,936,830,74,5,3,300,7,9.88,14.22,Corto
2616,2617,2026-04-28 11:39:30,11,tech,7513,5227,134,31,74,340,4,4.57,16.26,Corto
2617,2618,2026-08-06 08:41:04,8,tech,7779,5229,178,71,97,507,8,6.62,23.68,Medio
2618,2619,2026-05-24 02:43:45,2,tech,1205,991,34,6,16,314,5,5.65,18.77,Corto
2619,2620,2026-03-02 10:52:23,10,tech,1433,1032,40,10,18,346,3,6.59,21.71,Corto
2620,2621,2026-05-16 17:36:49,17,design,18551,13095,1098,97,35,289,5,9.39,13.49,Corto
2621,2622,2026-03-07 11:44:31,11,tech,4142,2864,67,32,37,589,3,4.75,17.14,Largo
2622,2623,2026-07-15 14:24:28,14,design,3991,2757,164,21,7,276,7,6.96,11.03,Corto
2623,2624,2026-05-19 05:16:09,5,tech,948,711,26,3,10,348,5,5.49,16.6,Corto
2624,2625,2026-03-27 09:31:23,9,tech,2022,1685,34,19,29,409,3,4.87,20.3,Medio
2625,2626,2026-02-23 16:44:06,16,design,7125,4783,296,9,21,332,2,6.82,10.45,Corto
2626,2627,2026-06-29 15:44:48,15,tech,11099,7996,231,112,129,279,6,5.9,21.4,Corto
2627,2628,2026-04-18 16:22:10,16,design,488,323,22,0,1,339,4,7.12,9.29,Corto
2628,2629,2026-08-12 15:29:37,15,design,2178,2056,113,5,4,284,8,5.93,8.03,Corto
2629,2630,2026-05-05 15:22:23,15,design,3696,3449,282,18,11,238,5,9.02,12.82,Corto
2630,2631,2026-06-24 17:48:36,17,tech,5925,3989,121,58,64,324,6,6.09,21.68,Corto
2631,2632,2026-07-15 20:42:18,20,tech,556,432,10,4,6,538,7,4.63,17.13,Medio
2632,2633,2026-08-16 19:19:42,19,tech,3281,2169,52,14,24,547,8,4.15,13.83,Largo
2633,2634,2026-03-04 07:53:18,7,business,2622,1736,26,5,14,155,3,2.59,9.1,Muy Corto
2634,2635,2026-07-29 13:35:40,13,business,1519,1168,28,7,6,175,7,3.51,8.9,Muy Corto
2635,2636,2026-05-13 06:34:05,6,business,13396,12286,232,61,52,165,5,2.81,7.26,Muy Corto
2636,2637,2026-06-30 08:03:10,8,business,5641,4596,66,33,45,147,6,3.13,12.14,Muy Corto
2637,2638,2026-05-10 01:58:07,1,tech,2319,1791,55,20,31,568,5,5.92,21.38,Largo
2638,2639,2026-03-11 08:12:04,8,design,3593,2538,157,8,14,297,3,7.05,11.86,Corto
2639,2640,2026-07-01 17:49:38,17,tech,1042,736,23,8,10,244,7,5.57,18.34,Corto
2640,2641,2026-05-08 10:59:28,10,tech,2054,1552,61,8,26,321,5,6.12,19.39,Corto
2641,2642,2026-06-29 11:39:08,11,design,5545,4781,345,33,24,287,6,8.41,13.99,Corto
2642,2643,2026-05-25 21:17:18,21,tech,2137,1920,46,10,27,232,5,4.32,15.73,Corto
2643,2644,2026-04-07 17:09:40,17,design,1623,1473,108,3,5,222,4,7.88,10.86,Corto
2644,2645,2026-05-06 12:01:05,12,tech,1153,1032,35,10,9,359,5,5.23,14.24,Corto
2645,2646,2026-04-05 21:17:37,21,tech,1356,1218,29,6,16,408,4,4.19,14.86,Medio
2646,2647,2026-08-02 07:27:06,7,tech,3230,2952,97,17,38,433,8,5.15,15.89,Medio
2647,2648,2026-06-19 10:42:29,10,tech,3405,2849,80,31,27,291,6,4.84,14.74,Corto
2648,2649,2026-08-19 09:05:41,9,tech,1541,1378,39,8,16,301,8,4.57,14.44,Corto
2649,2650,2026-04-21 08:40:54,8,tech,1504,1413,42,18,18,413,4,5.52,18.26,Medio
2650,2651,2026-06-17 06:15:04,6,design,435,340,18,1,0,245,6,5.59,6.47,Corto
2651,2652,2026-07-06 17:50:17,17,business,20519,13983,301,55,122,95,7,3.42,10.71,Muy Corto
2652,2653,2026-03-23 13:20:51,13,design,4392,3405,187,13,7,370,3,6.08,8.66,Corto
2653,2654,2026-07-27 11:19:48,11,design,30635,24359,1990,97,76,348,7,8.88,12.26,Corto
2654,2655,2026-04-02 18:14:23,18,business,55613,40963,742,302,191,143,4,3.01,8.49,Muy Corto
2655,2656,2026-07-05 16:23:37,16,tech,684,592,13,4,6,638,7,3.89,13.01,Largo
2656,2657,2026-04-26 20:49:51,20,tech,18610,17249,657,180,249,474,4,6.3,19.53,Medio
2657,2658,2026-03-09 11:07:12,11,business,8344,7041,121,48,28,181,3,2.8,7.63,Muy Corto
2658,2659,2026-03-29 07:10:10,7,tech,2113,1438,48,12,27,365,3,6.05,21.7,Corto
2659,2660,2026-07-14 19:44:04,19,tech,960,708,22,6,8,581,7,5.08,15.54,Largo
2660,2661,2026-03-30 11:58:33,11,business,7255,5298,93,51,33,141,3,3.34,10.59,Muy Corto
2661,2662,2026-05-04 09:43:45,9,design,2928,1980,115,14,10,382,5,7.02,12.68,Medio
2662,2663,2026-06-06 08:16:39,8,tech,5311,4186,125,55,63,580,6,5.81,20.28,Largo
2663,2664,2026-06-18 19:45:39,19,tech,1043,810,16,11,7,500,6,4.2,14.32,Medio
2664,2665,2026-03-13 13:04:13,13,design,7913,7504,551,27,19,314,3,7.96,10.81,Corto
2665,2666,2026-02-21 12:43:57,12,design,1410,1071,61,5,4,349,2,6.54,10.55,Corto
2666,2667,2026-06-02 10:59:40,10,tech,1159,1072,38,9,11,158,6,5.41,15.11,Muy Corto
2667,2668,2026-08-17 10:05:16,10,business,11202,8908,215,83,63,166,8,4.05,11.8,Muy Corto
2668,2669,2026-04-25 15:38:50,15,design,12407,8552,443,67,47,307,4,6.51,12.71,Corto
2669,2670,2026-05-25 18:35:18,18,design,1944,1444,110,8,6,232,5,8.59,13.16,Corto
2670,2671,2026-07-05 13:05:19,13,tech,1410,1323,28,18,16,493,7,4.69,17.23,Medio
2671,2672,2026-07-29 11:29:53,11,tech,2017,1488,43,13,16,373,7,4.84,14.99,Corto
2672,2673,2026-02-21 18:22:38,18,tech,21456,15111,414,126,180,367,2,4.76,15.6,Corto
2673,2674,2026-08-01 07:19:30,7,tech,2467,1606,33,9,28,238,8,4.36,18.24,Corto
2674,2675,2026-05-15 19:14:44,19,tech,1745,1262,46,16,13,485,5,5.94,16.96,Medio
2675,2676,2026-03-24 18:20:51,18,tech,4367,3156,120,41,33,328,3,6.15,17.36,Corto
2676,2677,2026-05-06 09:02:02,9,design,3267,3038,192,6,7,266,5,6.75,8.95,Corto
2677,2678,2026-07-03 15:49:27,15,tech,2895,2450,70,16,41,466,7,5.18,18.86,Medio
2678,2679,2026-07-17 15:00:40,15,design,1231,1060,92,7,4,349,7,9.72,14.34,Corto
2679,2680,2026-05-20 10:05:19,10,tech,3164,2235,55,15,29,481,5,4.43,15.53,Medio
2680,2681,2026-04-12 17:52:12,17,design,1509,1203,91,7,2,333,4,8.31,11.22,Corto
2681,2682,2026-06-04 07:00:19,7,tech,15451,10171,273,148,155,457,6,5.66,20.7,Medio
2682,2683,2026-04-18 15:56:44,15,tech,8223,6802,191,86,131,253,4,6.0,23.27,Corto
2683,2684,2026-07-07 17:42:24,17,tech,9165,6643,191,61,72,385,7,4.88,15.22,Medio
2684,2685,2026-03-31 18:08:48,18,business,11773,8232,114,40,58,169,3,2.58,8.97,Muy Corto
2685,2686,2026-04-29 16:53:10,16,design,10103,7043,510,36,16,325,4,7.98,11.1,Corto
2686,2687,2026-03-15 05:39:47,5,design,2423,2141,122,10,4,285,3,6.35,9.06,Corto
2687,2688,2026-04-14 11:37:19,11,business,52180,45257,1283,309,260,101,4,4.09,10.16,Muy Corto
2688,2689,2026-04-19 18:18:44,18,design,23873,18300,1152,79,85,265,4,7.19,11.74,Corto
2689,2690,2026-03-03 14:13:51,14,business,6956,5364,136,35,53,186,3,4.18,13.05,Muy Corto
2690,2691,2026-07-20 18:46:04,18,business,2927,2015,51,16,19,81,7,4.27,13.25,Muy Corto
2691,2692,2026-06-01 08:09:42,8,tech,1082,725,16,6,8,598,6,4.14,14.34,Largo
2692,2693,2026-06-06 10:18:11,10,design,2534,1774,126,12,4,293,6,8.0,11.61,Corto
2693,2694,2026-05-21 10:18:24,10,design,340,257,16,1,0,311,5,6.61,7.78,Corto
2694,2695,2026-03-11 10:51:43,10,tech,5065,4186,122,58,34,479,3,5.11,14.95,Medio
2695,2696,2026-03-22 10:11:24,10,business,10574,8503,157,35,49,170,3,2.83,8.1,Muy Corto
2696,2697,2026-06-05 15:15:55,15,tech,836,780,18,4,11,359,6,4.23,15.64,Corto
2697,2698,2026-06-25 08:24:17,8,business,2416,2140,34,15,10,149,6,2.76,8.13,Muy Corto
2698,2699,2026-07-30 16:50:10,16,tech,23974,16544,659,218,281,450,7,7.0,22.84,Medio
2699,2700,2026-05-18 10:58:28,10,design,6120,5606,418,23,33,231,5,8.46,13.81,Corto
2700,2701,2026-03-26 17:32:37,17,business,8613,6889,150,63,46,121,3,3.76,11.18,Muy Corto
2701,2702,2026-05-22 19:12:03,19,tech,440,384,13,4,6,239,5,5.99,20.05,Corto
2702,2703,2026-07-17 09:10:17,9,business,9175,8676,193,84,51,128,7,3.78,10.8,Muy Corto
2703,2704,2026-04-01 05:11:56,5,tech,78,59,1,0,0,590,4,1.69,1.69,Largo
2704,2705,2026-06-25 08:17:37,8,design,2178,1755,140,8,6,243,6,8.77,12.54,Corto
2705,2706,2026-05-07 04:20:10,4,business,1794,1700,17,5,12,188,5,2.0,7.82,Muy Corto
2706,2707,2026-08-11 14:30:20,14,business,862,631,17,4,6,149,8,4.28,12.84,Muy Corto
2707,2708,2026-06-21 17:54:27,17,tech,2914,2719,93,17,38,597,6,5.44,17.1,Largo
2708,2709,2026-06-13 12:36:15,12,design,1413,1022,51,3,5,318,6,5.77,10.08,Corto
2709,2710,2026-08-02 17:12:48,17,tech,1826,1231,48,7,20,371,8,6.09,19.17,Corto
2710,2711,2026-06-23 10:41:42,10,tech,1162,994,31,7,11,536,6,4.93,14.79,Medio
2711,2712,2026-06-24 16:47:09,16,tech,2975,2647,87,18,36,507,6,5.33,16.89,Medio
2712,2713,2026-07-07 17:13:02,17,tech,8140,5311,188,47,98,524,7,6.27,21.84,Medio
2713,2714,2026-07-11 09:05:18,9,design,3172,2496,199,11,14,242,7,8.97,14.22,Corto
2714,2715,2026-04-28 12:01:22,12,business,4606,3125,32,31,17,170,4,2.56,9.34,Muy Corto
2715,2716,2026-04-28 17:18:04,17,design,2168,1475,79,10,6,328,4,6.44,11.32,Corto
2716,2717,2026-05-30 08:08:40,8,business,11979,8685,237,64,62,150,5,4.18,11.39,Muy Corto
2717,2718,2026-04-06 08:08:56,8,tech,15820,13911,490,95,147,274,4,5.26,14.71,Corto
2718,2719,2026-03-12 14:22:14,14,tech,2461,1866,50,12,34,442,3,5.14,19.83,Medio
2719,2720,2026-04-26 06:13:59,6,design,7328,6742,351,37,37,296,4,6.3,11.79,Corto
2720,2721,2026-04-15 18:50:40,18,tech,22201,20286,803,148,292,426,4,6.13,18.39,Medio
2721,2722,2026-04-23 15:53:36,15,design,19605,13693,827,105,39,228,4,7.09,11.39,Corto
2722,2723,2026-06-18 15:11:09,15,design,3449,2498,129,16,6,382,6,6.04,9.65,Medio
2723,2724,2026-08-12 17:30:19,17,tech,1555,1297,34,15,10,606,8,4.55,13.42,Largo
2724,2725,2026-08-18 16:38:18,16,tech,3572,3243,99,29,63,492,8,5.89,22.17,Medio
2725,2726,2026-05-06 14:37:59,14,design,3546,2551,220,10,13,260,5,9.53,14.27,Corto
2726,2727,2026-06-24 08:30:42,8,tech,2773,1935,70,10,27,481,6,5.53,16.85,Medio
2727,2728,2026-03-01 16:30:46,16,tech,3354,2564,97,32,49,389,3,6.94,24.06,Medio
2728,2729,2026-07-16 16:34:25,16,tech,562,501,12,6,9,615,7,5.39,21.56,Largo
2729,2730,2026-03-07 10:51:08,10,tech,3635,3058,72,30,58,389,3,5.23,21.45,Medio
2730,2731,2026-08-06 11:56:21,11,tech,8820,6107,233,90,111,488,8,7.11,24.25,Medio
2731,2732,2026-05-16 07:53:49,7,tech,24095,20768,450,226,270,261,5,4.56,16.92,Corto
2732,2733,2026-04-23 08:09:04,8,business,9228,7724,104,39,67,178,4,2.72,10.31,Muy Corto
2733,2734,2026-05-11 14:20:01,14,design,1265,969,72,3,2,353,5,7.95,10.32,Corto
2734,2735,2026-03-24 17:29:00,17,design,1496,1079,84,8,3,229,3,8.8,12.97,Corto
2735,2736,2026-06-20 10:24:50,10,design,27492,18194,1044,42,97,281,6,6.5,10.93,Corto
2736,2737,2026-03-23 17:11:56,17,tech,2605,1855,37,27,33,403,3,5.23,22.05,Medio
2737,2738,2026-04-11 06:25:31,6,design,2669,2450,149,19,5,326,4,7.06,10.82,Corto
2738,2739,2026-07-13 11:16:16,11,design,1700,1449,125,3,7,288,7,9.32,13.32,Corto
2739,2740,2026-08-14 11:53:26,11,design,3536,2884,253,14,10,310,8,9.6,13.49,Corto
2740,2741,2026-05-14 13:38:12,13,design,2190,1768,154,13,7,254,5,9.84,14.82,Corto
2741,2742,2026-04-18 13:08:56,13,tech,1346,886,18,8,13,502,4,4.4,17.38,Medio
2742,2743,2026-04-26 12:28:16,12,design,780,589,36,3,2,261,4,6.96,10.87,Corto
2743,2744,2026-04-11 07:58:47,7,tech,1289,1144,33,9,15,558,4,4.98,16.52,Largo
2744,2745,2026-07-21 12:35:58,12,tech,38548,30828,1080,283,437,521,7,5.84,18.52,Medio
2745,2746,2026-06-15 09:18:57,9,tech,5875,3976,94,37,40,353,6,4.3,14.13,Corto
2746,2747,2026-08-04 04:02:50,4,tech,1175,899,26,7,17,475,8,5.56,21.13,Medio
2747,2748,2026-04-11 10:12:17,10,tech,4708,3608,104,51,61,241,4,5.99,22.06,Corto
2748,2749,2026-04-15 08:08:00,8,tech,2312,1578,53,20,26,387,4,6.27,21.61,Medio
2749,2750,2026-05-01 17:00:00,17,tech,1328,873,22,5,13,511,5,4.58,16.72,Medio
2750,2751,2026-05-29 12:02:01,12,tech,1783,1464,41,10,26,385,5,5.26,19.74,Medio
2751,2752,2026-03-29 12:46:32,12,design,1443,1095,90,2,5,252,3,8.86,12.6,Corto
2752,2753,2026-08-18 11:13:23,11,design,6557,4716,289,20,11,349,8,6.79,9.69,Corto
2753,2754,2026-05-31 20:10:35,20,tech,2504,1955,74,24,33,529,5,6.7,22.2,Medio
2754,2755,2026-04-25 07:20:32,7,tech,8639,6687,248,37,123,493,4,6.1,20.64,Medio
2755,2756,2026-07-31 12:55:26,12,tech,1682,1131,43,8,15,319,7,5.84,17.24,Corto
2756,2757,2026-03-28 06:36:21,6,tech,1509,1403,36,8,17,381,3,4.35,14.54,Medio
2757,2758,2026-07-11 19:58:02,19,design,7919,5523,408,14,19,364,7,7.98,11.15,Corto
2758,2759,2026-06-28 18:36:40,18,design,19730,18355,1639,75,50,355,6,9.61,12.74,Corto
2759,2760,2026-08-10 13:58:27,13,design,757,701,39,5,2,209,8,6.56,10.7,Corto
2760,2761,2026-07-11 14:50:37,14,tech,1274,1109,33,8,13,458,7,4.87,15.24,Medio
2761,2762,2026-04-16 19:05:18,19,tech,360,338,6,2,3,342,4,3.25,11.24,Corto
2762,2763,2026-06-08 16:08:23,16,tech,1276,1142,39,12,19,456,6,6.13,20.93,Medio
2763,2764,2026-04-16 20:07:58,20,tech,720,606,17,7,6,365,4,4.95,15.35,Corto
2764,2765,2026-07-24 09:53:01,9,tech,16078,11282,440,122,124,413,7,6.08,17.02,Medio
2765,2766,2026-04-03 09:40:57,9,design,29901,26367,2113,110,58,367,4,8.65,11.44,Corto
2766,2767,2026-08-12 21:54:53,21,design,959,884,47,4,2,328,8,6.0,8.94,Corto
2767,2768,2026-02-24 17:05:10,17,tech,10125,8424,201,124,123,359,2,5.32,19.95,Corto
2768,2769,2026-08-01 11:33:21,11,business,540,427,6,2,2,92,8,2.34,7.03,Muy Corto
2769,2770,2026-06-28 18:48:55,18,business,1212,1038,19,5,9,185,6,3.18,10.69,Muy Corto
