id_post,fecha_publicacion,hora,categoria,impresiones,vistas,likes,comentarios,shares,longitud
2430,2026-05-06 15:25:22,15,design,1175,933,80,5,3,326
2431,2026-06-28 15:25:20,15,business,4268,3995,63,30,25,174
2432,2026-06-26 17:16:53,17,tech,9070,7359,195,63,96,547
2433,2026-08-10 15:45:33,15,tech,1693,1204,32,17,20,428
2434,2026-03-21 16:04:58,16,design,7813,6522,553,42,26,326
2435,2026-06-25 08:46:23,8,tech,770,523,20,5,5,579
2436,2026-06-12 17:04:58,17,tech,4541,3354,71,47,51,402
2437,2026-07-02 13:55:47,13,tech,8337,7348,244,103,112,325
2438,2026-04-15 16:30:38,16,design,3404,3161,276,21,12,287
2439,2026-04-10 10:15:33,10,tech,881,765,20,5,12,332
2440,2026-07-05 13:24:34,13,business,1551,1224,30,5,7,210
2441,2026-07-10 09:01:46,9,tech,12528,9954,204,104,187,383
2442,2026-08-04 18:06:06,18,tech,3086,2433,96,18,29,303
2443,2026-08-13 10:46:00,10,tech,665,577,15,6,9,408
2444,2026-03-29 10:40:02,10,tech,7973,6794,219,88,119,506
2445,2026-07-24 19:36:57,19,tech,1693,1514,46,9,12,420
2446,2026-06-18 17:35:15,17,tech,19757,16310,346,172,209,181
2447,2026-07-04 11:38:19,11,design,33911,24119,1475,110,142,314
2448,2026-06-08 11:08:37,11,design,5241,3965,275,12,20,278
2449,2026-08-17 06:21:15,6,tech,31113,22024,755,122,294,413
2450,2026-05-17 08:50:53,8,design,720,638,32,2,2,280
2451,2026-05-12 17:47:48,17,tech,10271,9740,378,137,83,359
2452,2026-04-06 20:55:12,20,business,772,588,6,4,5,115
2453,2026-06-13 14:04:19,14,tech,2752,2133,57,23,22,326
2454,2026-07-13 09:52:01,9,business,5430,3560,68,26,25,154
2455,2026-08-03 08:35:51,8,design,6433,5021,262,18,17,213
2456,2026-05-19 18:51:10,18,tech,2544,1758,49,25,23,494
2457,2026-05-22 15:51:53,15,tech,916,666,14,5,9,404
2458,2026-05-21 14:29:58,14,design,3154,2672,227,11,9,273
2459,2026-07-04 06:41:34,6,tech,3144,2707,81,39,48,497
2460,2026-06-08 11:23:35,11,tech,3747,3002,112,39,49,386
2461,2026-04-03 12:28:30,12,tech,8134,6722,138,47,73,575
2462,2026-06-16 11:54:06,11,design,6790,5963,392,18,14,304
2463,2026-06-20 15:34:20,15,design,7976,7232,434,21,25,355
2464,2026-06-11 17:15:30,17,tech,1608,1226,40,16,11,433
2465,2026-05-10 11:47:58,11,business,1252,895,13,8,6,115
2466,2026-05-14 10:38:25,10,tech,4798,3690,121,38,73,356
2467,2026-03-30 14:54:49,14,tech,1176,922,21,6,13,371
2468,2026-08-07 09:23:03,9,tech,9993,8721,307,53,100,309
2469,2026-04-06 10:30:30,10,tech,2478,2345,70,23,46,575
2470,2026-03-27 11:50:51,11,tech,4817,4504,92,44,82,443
2471,2026-03-30 19:38:52,19,business,783,566,5,5,3,118
2472,2026-08-07 19:21:58,19,tech,16365,12986,382,133,133,462
2473,2026-05-18 14:08:00,14,design,419,289,17,1,1,208
2474,2026-06-08 09:27:19,9,tech,66564,49884,1185,369,833,460
2475,2026-06-17 18:18:25,18,tech,11317,8145,237,69,130,398
2476,2026-05-04 10:55:51,10,tech,804,759,18,10,9,407
2477,2026-07-17 09:19:01,9,business,1053,816,15,7,6,117
2478,2026-06-06 10:58:12,10,tech,4532,3321,95,27,56,401
2479,2026-07-12 08:00:17,8,design,1646,1432,77,10,3,227
2480,2026-06-06 14:44:25,14,tech,8538,7071,196,98,101,552
2481,2026-07-26 09:46:49,9,tech,4697,3180,126,47,38,316
2482,2026-05-17 11:35:22,11,business,5274,3574,86,12,22,156
2483,2026-08-08 13:38:46,13,tech,957,765,18,10,12,562
2484,2026-04-17 16:29:19,16,tech,7965,7115,282,81,99,388
2485,2026-07-13 07:20:09,7,business,8078,5310,158,32,43,111
2486,2026-06-21 09:17:20,9,design,2915,2251,167,6,6,303
2487,2026-04-03 17:04:22,17,design,1030,892,64,2,1,286
2488,2026-06-16 08:40:01,8,tech,1273,992,36,8,10,339
2489,2026-06-17 17:52:31,17,business,2386,2017,49,15,19,119
2490,2026-08-10 11:31:15,11,design,6203,4426,276,20,16,381
2491,2026-07-13 09:26:30,9,tech,373,312,12,4,4,371
2492,2026-05-07 10:09:33,10,tech,14961,13053,465,98,240,413
2493,2026-05-06 13:05:59,13,design,162,125,9,0,0,381
2494,2026-04-01 10:43:44,10,business,7015,5146,111,34,39,181
2495,2026-02-27 12:07:02,12,tech,832,596,13,3,6,501
2496,2026-04-28 10:21:32,10,design,7925,5440,473,42,24,290
2497,2026-07-21 09:26:13,9,tech,11025,10009,305,97,141,310
2498,2026-07-04 21:08:56,21,business,474,367,3,2,3,116
2499,2026-04-08 18:52:49,18,tech,78142,66135,1786,403,725,437
2500,2026-06-13 11:40:33,11,tech,10757,7776,160,79,66,619
2501,2026-02-27 11:47:19,11,tech,3503,2970,114,28,53,454
2502,2026-06-13 15:02:13,15,design,30228,25825,1684,194,100,227
2503,2026-04-19 16:51:29,16,design,10241,9657,492,42,55,285
2504,2026-08-09 08:38:03,8,business,1530,1369,37,7,5,63
2505,2026-06-19 11:20:21,11,tech,9839,7886,277,94,119,556
2506,2026-03-06 09:08:02,9,design,9814,8786,670,30,42,297
2507,2026-08-06 07:25:51,7,tech,582,413,16,5,5,208
2508,2026-03-16 11:21:15,11,tech,1250,1177,45,12,16,407
2509,2026-07-27 17:09:16,17,design,745,507,39,2,1,337
2510,2026-07-23 10:50:40,10,tech,12749,10142,247,135,171,268
2511,2026-06-28 08:05:39,8,tech,2347,2037,77,12,16,495
2512,2026-05-12 10:38:50,10,business,1898,1555,23,12,15,184
2513,2026-06-27 21:12:05,21,design,2997,2511,204,8,8,336
2514,2026-05-15 14:37:16,14,tech,2933,2326,66,23,34,375
2515,2026-07-06 18:00:52,18,tech,71203,59397,1938,301,798,450
2516,2026-05-01 08:52:41,8,business,911,855,8,8,4,133
2517,2026-04-11 15:16:36,15,tech,812,693,18,8,8,688
2518,2026-03-04 17:36:58,17,tech,14981,13638,446,107,223,275
2519,2026-08-10 10:51:56,10,design,15850,14096,917,62,35,323
2520,2026-08-12 10:43:45,10,design,3458,3005,191,11,14,303
2521,2026-02-24 15:34:12,15,design,2793,2535,209,5,6,297
2522,2026-05-30 08:53:53,8,tech,3795,2472,53,16,25,329
2523,2026-04-14 15:58:17,15,tech,760,643,13,9,11,563
2524,2026-04-26 10:17:48,10,tech,3377,2392,57,24,27,382
2525,2026-03-30 17:07:27,17,tech,5314,3578,75,24,45,483
2526,2026-05-02 10:58:28,10,business,5518,3644,89,16,15,147
2527,2026-05-11 09:37:04,9,business,3921,2716,59,10,13,131
2528,2026-07-31 17:36:22,17,tech,4960,3853,99,22,44,486
2529,2026-08-18 11:41:06,11,tech,6827,5792,152,85,79,426
2530,2026-05-04 08:53:51,8,tech,5849,4503,172,67,82,308
2531,2026-08-07 10:09:37,10,tech,938,733,28,8,8,426
2532,2026-04-10 10:24:58,10,business,3607,3417,73,15,17,119
2533,2026-05-04 17:37:57,17,design,9267,8662,480,51,28,318
2534,2026-02-27 13:14:53,13,design,12457,11808,965,70,41,429
2535,2026-06-23 15:38:24,15,tech,97525,79402,2510,1114,892,476
2536,2026-05-12 15:10:56,15,business,730,613,17,2,4,144
2537,2026-03-26 04:17:32,4,tech,6755,5208,187,34,102,256
2538,2026-06-23 18:34:04,18,tech,3019,2460,63,14,33,301
2539,2026-05-17 08:13:25,8,tech,6669,5944,188,46,60,494
2540,2026-05-06 08:22:31,8,design,4444,3729,304,10,16,287
2541,2026-05-17 09:38:36,9,tech,799,681,20,7,12,468
2542,2026-04-28 16:07:43,16,design,1767,1459,130,8,8,271
2543,2026-04-12 07:25:29,7,design,3596,3368,252,25,7,276
2544,2026-04-01 10:34:46,10,tech,14730,13722,545,165,210,358
2545,2026-08-16 17:14:13,17,design,3773,2646,200,16,11,268
2546,2026-04-26 12:43:44,12,tech,393,349,11,2,6,468
2547,2026-04-14 16:53:53,16,business,798,618,6,4,5,136
2548,2026-05-22 14:44:47,14,business,1875,1458,31,12,9,146
2549,2026-07-25 07:13:23,7,tech,4912,4393,162,45,41,505
2550,2026-07-01 00:15:30,0,business,726,589,14,5,3,153
2551,2026-05-01 21:13:18,21,tech,470,327,10,3,3,553
2552,2026-05-30 08:50:36,8,business,5088,4597,112,37,24,195
2553,2026-04-15 10:57:34,10,design,4426,4015,325,21,22,293
2554,2026-07-24 14:39:56,14,design,18049,14837,1021,42,85,304
2555,2026-05-06 17:44:13,17,tech,11877,9331,226,105,100,469
2556,2026-08-15 09:06:09,9,tech,1709,1175,44,13,17,304
2557,2026-08-02 20:39:00,20,tech,2018,1438,55,20,16,272
2558,2026-08-12 14:14:56,14,design,12587,9778,546,53,37,273
2559,2026-08-02 14:15:24,14,tech,8518,6285,215,44,82,353
2560,2026-04-01 14:46:15,14,tech,1223,1099,34,15,11,547
2561,2026-05-23 11:45:28,11,tech,66501,52660,1280,754,719,326
2562,2026-05-22 10:34:09,10,tech,8062,7268,263,62,76,350
2563,2026-07-22 08:59:36,8,business,6497,5177,105,24,32,105
2564,2026-06-21 06:53:27,6,tech,638,497,16,5,9,256
2565,2026-05-11 17:36:04,17,tech,592,452,9,4,8,294
2566,2026-07-07 10:31:31,10,design,9563,7392,450,47,23,334
2567,2026-04-25 19:52:53,19,design,1729,1145,80,8,5,324
2568,2026-07-29 07:58:56,7,tech,1381,1126,24,8,9,219
2569,2026-05-11 01:33:23,1,tech,9205,7051,161,100,111,321
2570,2026-05-16 15:39:57,15,tech,10545,9898,271,124,106,467
2571,2026-04-07 18:31:45,18,design,10298,7025,376,29,39,258
2572,2026-06-20 17:19:47,17,business,821,602,9,5,4,173
2573,2026-03-22 20:37:24,20,tech,1992,1770,39,18,28,430
2574,2026-05-19 11:05:07,11,design,1911,1479,91,11,4,347
2575,2026-07-10 09:25:49,9,tech,1099,730,19,9,13,420
2576,2026-04-24 08:48:50,8,tech,1585,1189,28,14,11,491
2577,2026-07-29 14:32:27,14,design,6524,5836,440,29,25,260
2578,2026-03-12 15:32:16,15,tech,12473,10483,312,152,186,552
2579,2026-08-06 20:30:31,20,tech,1085,731,17,8,13,262
2580,2026-03-27 10:59:13,10,tech,14727,10761,277,77,213,330
2581,2026-06-16 19:55:52,19,design,3772,2535,132,5,12,373
2582,2026-08-17 07:47:31,7,design,3568,2995,225,12,10,348
2583,2026-03-05 13:43:25,13,business,1780,1576,24,15,7,109
2584,2026-03-04 11:59:16,11,design,4667,4415,356,13,16,285
2585,2026-06-12 15:17:38,15,tech,12879,11629,250,162,100,539
2586,2026-03-08 16:27:33,16,design,1419,965,69,4,5,261
2587,2026-04-08 14:47:15,14,tech,6118,5728,131,64,90,495
2588,2026-06-07 12:21:21,12,tech,1507,1241,30,18,11,476
2589,2026-07-03 10:43:50,10,design,1518,1201,100,8,4,286
2590,2026-07-24 07:04:10,7,tech,811,572,19,8,9,362
2591,2026-06-23 14:13:42,14,tech,6952,6340,137,86,82,370
2592,2026-02-24 09:21:55,9,tech,15964,12807,512,181,125,251
2593,2026-05-21 13:10:36,13,business,12805,11019,144,96,92,142
2594,2026-05-11 09:01:20,9,design,687,516,27,4,2,288
2595,2026-04-09 16:23:42,16,design,906,818,65,3,3,262
2596,2026-03-26 18:22:33,18,tech,5780,5441,136,50,58,397
2597,2026-03-03 14:20:03,14,tech,3657,2481,94,31,35,388
2598,2026-08-18 16:03:23,16,tech,1536,1337,43,19,20,369
2599,2026-04-02 21:57:00,21,tech,5774,4247,152,60,56,250
2600,2026-06-19 08:57:23,8,tech,38857,36856,1024,204,450,479
2601,2026-04-30 16:47:31,16,design,8418,7648,611,40,24,284
2602,2026-04-30 15:29:00,15,design,24312,21860,1666,156,113,226
2603,2026-05-11 12:47:10,12,design,3638,3034,234,10,8,298
2604,2026-04-02 12:01:03,12,business,5262,4134,107,15,22,234
2605,2026-02-21 21:45:44,21,tech,12074,8746,283,91,150,475
2606,2026-05-29 12:22:08,12,tech,699,520,13,7,4,565
2607,2026-02-25 10:03:31,10,design,3968,3238,267,21,7,271
2608,2026-07-05 11:37:19,11,tech,484,326,6,1,5,239
2609,2026-07-30 11:32:54,11,tech,531,415,10,4,3,385
2610,2026-06-25 15:22:23,15,design,15001,11763,665,71,43,266
2611,2026-07-18 16:00:49,16,business,2205,1867,52,16,18,144
2612,2026-03-06 08:15:30,8,design,22443,19312,1159,134,114,210
2613,2026-03-22 13:11:52,13,tech,7468,6493,248,52,117,491
2614,2026-06-03 03:46:58,3,design,5140,4490,398,24,22,328
2615,2026-03-20 08:26:44,8,tech,5674,4050,159,46,54,362
2616,2026-07-23 18:48:04,18,design,936,830,74,5,3,300
2617,2026-04-28 11:39:30,11,tech,7513,5227,134,31,74,340
2618,2026-08-06 08:41:04,8,tech,7779,5229,178,71,97,507
2619,2026-05-24 02:43:45,2,tech,1205,991,34,6,16,314
2620,2026-03-02 10:52:23,10,tech,1433,1032,40,10,18,346
2621,2026-05-16 17:36:49,17,design,18551,13095,1098,97,35,289
2622,2026-03-07 11:44:31,11,tech,4142,2864,67,32,37,589
2623,2026-07-15 14:24:28,14,design,3991,2757,164,21,7,276
2624,2026-05-19 05:16:09,5,tech,948,711,26,3,10,348
2625,2026-03-27 09:31:23,9,tech,2022,1685,34,19,29,409
2626,2026-02-23 16:44:06,16,design,7125,4783,296,9,21,332
2627,2026-06-29 15:44:48,15,tech,11099,7996,231,112,129,279
2628,2026-04-18 16:22:10,16,design,488,323,22,0,1,339
2629,2026-08-12 15:29:37,15,design,2178,2056,113,5,4,284
2630,2026-05-05 15:22:23,15,design,3696,3449,282,18,11,238
2631,2026-06-24 17:48:36,17,tech,5925,3989,121,58,64,324
2632,2026-07-15 20:42:18,20,tech,556,432,10,4,6,538
2633,2026-08-16 19:19:42,19,tech,3281,2169,52,14,24,547
2634,2026-03-04 07:53:18,7,business,2622,1736,26,5,14,155
2635,2026-07-29 13:35:40,13,business,1519,1168,28,7,6,175
2636,2026-05-13 06:34:05,6,business,13396,12286,232,61,52,165
2637,2026-06-30 08:03:10,8,business,5641,4596,66,33,45,147
2638,2026-05-10 01:58:07,1,tech,2319,1791,55,20,31,568
2639,2026-03-11 08:12:04,8,design,3593,2538,157,8,14,297
2640,2026-07-01 17:49:38,17,tech,1042,736,23,8,10,244
2641,2026-05-08 10:59:28,10,tech,2054,1552,61,8,26,321
2642,2026-06-29 11:39:08,11,design,5545,4781,345,33,24,287
2643,2026-05-25 21:17:18,21,tech,2137,1920,46,10,27,232
2644,2026-04-07 17:09:40,17,design,1623,1473,108,3,5,222
2645,2026-05-06 12:01:05,12,tech,1153,1032,35,10,9,359
2646,2026-04-05 21:17:37,21,tech,1356,1218,29,6,16,408
2647,2026-08-02 07:27:06,7,tech,3230,2952,97,17,38,433
2648,2026-06-19 10:42:29,10,tech,3405,2849,80,31,27,291
2649,2026-08-19 09:05:41,9,tech,1541,1378,39,8,16,301
2650,2026-04-21 08:40:54,8,tech,1504,1413,42,18,18,413
2651,2026-06-17 06:15:04,6,design,435,340,18,1,0,245
2652,2026-07-06 17:50:17,17,business,20519,13983,301,55,122,95
2653,2026-03-23 13:20:51,13,design,4392,3405,187,13,7,370
2654,2026-07-27 11:19:48,11,design,30635,24359,1990,97,76,348
2655,2026-04-02 18:14:23,18,business,55613,40963,742,302,191,143
2656,2026-07-05 16:23:37,16,tech,684,592,13,4,6,638
2657,2026-04-26 20:49:51,20,tech,18610,17249,657,180,249,474
2658,2026-03-09 11:07:12,11,business,8344,7041,121,48,28,181
2659,2026-03-29 07:10:10,7,tech,2113,1438,48,12,27,365
2660,2026-07-14 19:44:04,19,tech,960,708,22,6,8,581
2661,2026-03-30 11:58:33,11,business,7255,5298,93,51,33,141
2662,2026-05-04 09:43:45,9,design,2928,1980,115,14,10,382
2663,2026-06-06 08:16:39,8,tech,5311,4186,125,55,63,580
2664,2026-06-18 19:45:39,19,tech,1043,810,16,11,7,500
2665,2026-03-13 13:04:13,13,design,7913,7504,551,27,19,314
2666,2026-02-21 12:43:57,12,design,1410,1071,61,5,4,349
2667,2026-06-02 10:59:40,10,tech,1159,1072,38,9,11,158
2668,2026-08-17 10:05:16,10,business,11202,8908,215,83,63,166
2669,2026-04-25 15:38:50,15,design,12407,8552,443,67,47,307
2670,2026-05-25 18:35:18,18,design,1944,1444,110,8,6,232
2671,2026-07-05 13:05:19,13,tech,1410,1323,28,18,16,493
2672,2026-07-29 11:29:53,11,tech,2017,1488,43,13,16,373
2673,2026-02-21 18:22:38,18,tech,21456,15111,414,126,180,367
2674,2026-08-01 07:19:30,7,tech,2467,1606,33,9,28,238
2675,2026-05-15 19:14:44,19,tech,1745,1262,46,16,13,485
2676,2026-03-24 18:20:51,18,tech,4367,3156,120,41,33,328
2677,2026-05-06 09:02:02,9,design,3267,3038,192,6,7,266
2678,2026-07-03 15:49:27,15,tech,2895,2450,70,16,41,466
2679,2026-07-17 15:00:40,15,design,1231,1060,92,7,4,349
2680,2026-05-20 10:05:19,10,tech,3164,2235,55,15,29,481
2681,2026-04-12 17:52:12,17,design,1509,1203,91,7,2,333
2682,2026-06-04 07:00:19,7,tech,15451,10171,273,148,155,457
2683,2026-04-18 15:56:44,15,tech,8223,6802,191,86,131,253
2684,2026-07-07 17:42:24,17,tech,9165,6643,191,61,72,385
2685,2026-03-31 18:08:48,18,business,11773,8232,114,40,58,169
2686,2026-04-29 16:53:10,16,design,10103,7043,510,36,16,325
2687,2026-03-15 05:39:47,5,design,2423,2141,122,10,4,285
2688,2026-04-14 11:37:19,11,business,52180,45257,1283,309,260,101
2689,2026-04-19 18:18:44,18,design,23873,18300,1152,79,85,265
2690,2026-03-03 14:13:51,14,business,6956,5364,136,35,53,186
2691,2026-07-20 18:46:04,18,business,2927,2015,51,16,19,81
2692,2026-06-01 08:09:42,8,tech,1082,725,16,6,8,598
2693,2026-06-06 10:18:11,10,design,2534,1774,126,12,4,293
2694,2026-05-21 10:18:24,10,design,340,257,16,1,0,311
2695,2026-03-11 10:51:43,10,tech,5065,4186,122,58,34,479
2696,2026-03-22 10:11:24,10,business,10574,8503,157,35,49,170
2697,2026-06-05 15:15:55,15,tech,836,780,18,4,11,359
2698,2026-06-25 08:24:17,8,business,2416,2140,34,15,10,149
2699,2026-07-30 16:50:10,16,tech,23974,16544,659,218,281,450
2700,2026-05-18 10:58:28,10,design,6120,5606,418,23,33,231
2701,2026-03-26 17:32:37,17,business,8613,6889,150,63,46,121
2702,2026-05-22 19:12:03,19,tech,440,384,13,4,6,239
2703,2026-07-17 09:10:17,9,business,9175,8676,193,84,51,128
2704,2026-04-01 05:11:56,5,tech,78,59,1,0,0,590
2705,2026-06-25 08:17:37,8,design,2178,1755,140,8,6,243
2706,2026-05-07 04:20:10,4,business,1794,1700,17,5,12,188
2707,2026-08-11 14:30:20,14,business,862,631,17,4,6,149
2708,2026-06-21 17:54:27,17,tech,2914,2719,93,17,38,597
2709,2026-06-13 12:36:15,12,design,1413,1022,51,3,5,318
2710,2026-08-02 17:12:48,17,tech,1826,1231,48,7,20,371
2711,2026-06-23 10:41:42,10,tech,1162,994,31,7,11,536
2712,2026-06-24 16:47:09,16,tech,2975,2647,87,18,36,507
2713,2026-07-07 17:13:02,17,tech,8140,5311,188,47,98,524
2714,2026-07-11 09:05:18,9,design,3172,2496,199,11,14,242
2715,2026-04-28 12:01:22,12,business,4606,3125,32,31,17,170
2716,2026-04-28 17:18:04,17,design,2168,1475,79,10,6,328
2717,2026-05-30 08:08:40,8,business,11979,8685,237,64,62,150
2718,2026-04-06 08:08:56,8,tech,15820,13911,490,95,147,274
2719,2026-03-12 14:22:14,14,tech,2461,1866,50,12,34,442
2720,2026-04-26 06:13:59,6,design,7328,6742,351,37,37,296
2721,2026-04-15 18:50:40,18,tech,22201,20286,803,148,292,426
2722,2026-04-23 15:53:36,15,design,19605,13693,827,105,39,228
2723,2026-06-18 15:11:09,15,design,3449,2498,129,16,6,382
2724,2026-08-12 17:30:19,17,tech,1555,1297,34,15,10,606
2725,2026-08-18 16:38:18,16,tech,3572,3243,99,29,63,492
2726,2026-05-06 14:37:59,14,design,3546,2551,220,10,13,260
2727,2026-06-24 08:30:42,8,tech,2773,1935,70,10,27,481
2728,2026-03-01 16:30:46,16,tech,3354,2564,97,32,49,389
2729,2026-07-16 16:34:25,16,tech,562,501,12,6,9,615
2730,2026-03-07 10:51:08,10,tech,3635,3058,72,30,58,389
2731,2026-08-06 11:56:21,11,tech,8820,6107,233,90,111,488
2732,2026-05-16 07:53:49,7,tech,24095,20768,450,226,270,261
2733,2026-04-23 08:09:04,8,business,9228,7724,104,39,67,178
2734,2026-05-11 14:20:01,14,design,1265,969,72,3,2,353
2735,2026-03-24 17:29:00,17,design,1496,1079,84,8,3,229
2736,2026-06-20 10:24:50,10,design,27492,18194,1044,42,97,281
2737,2026-03-23 17:11:56,17,tech,2605,1855,37,27,33,403
2738,2026-04-11 06:25:31,6,design,2669,2450,149,19,5,326
2739,2026-07-13 11:16:16,11,design,1700,1449,125,3,7,288
2740,2026-08-14 11:53:26,11,design,3536,2884,253,14,10,310
2741,2026-05-14 13:38:12,13,design,2190,1768,154,13,7,254
2742,2026-04-18 13:08:56,13,tech,1346,886,18,8,13,502
2743,2026-04-26 12:28:16,12,design,780,589,36,3,2,261
2744,2026-04-11 07:58:47,7,tech,1289,1144,33,9,15,558
2745,2026-07-21 12:35:58,12,tech,38548,30828,1080,283,437,521
2746,2026-06-15 09:18:57,9,tech,5875,3976,94,37,40,353
2747,2026-08-04 04:02:50,4,tech,1175,899,26,7,17,475
2748,2026-04-11 10:12:17,10,tech,4708,3608,104,51,61,241
2749,2026-04-15 08:08:00,8,tech,2312,1578,53,20,26,387
2750,2026-05-01 17:00:00,17,tech,1328,873,22,5,13,511
2751,2026-05-29 12:02:01,12,tech,1783,1464,41,10,26,385
2752,2026-03-29 12:46:32,12,design,1443,1095,90,2,5,252
2753,2026-08-18 11:13:23,11,design,6557,4716,289,20,11,349
2754,2026-05-31 20:10:35,20,tech,2504,1955,74,24,33,529
2755,2026-04-25 07:20:32,7,tech,8639,6687,248,37,123,493
2756,2026-07-31 12:55:26,12,tech,1682,1131,43,8,15,319
2757,2026-03-28 06:36:21,6,tech,1509,1403,36,8,17,381
2758,2026-07-11 19:58:02,19,design,7919,5523,408,14,19,364
2759,2026-06-28 18:36:40,18,design,19730,18355,1639,75,50,355
2760,2026-08-10 13:58:27,13,design,757,701,39,5,2,209
2761,2026-07-11 14:50:37,14,tech,1274,1109,33,8,13,458
2762,2026-04-16 19:05:18,19,tech,360,338,6,2,3,342
2763,2026-06-08 16:08:23,16,tech,1276,1142,39,12,19,456
2764,2026-04-16 20:07:58,20,tech,720,606,17,7,6,365
2765,2026-07-24 09:53:01,9,tech,16078,11282,440,122,124,413
2766,2026-04-03 09:40:57,9,design,29901,26367,2113,110,58,367
2767,2026-08-12 21:54:53,21,design,959,884,47,4,2,328
2768,2026-02-24 17:05:10,17,tech,10125,8424,201,124,123,359
2769,2026-08-01 11:33:21,11,business,540,427,6,2,2,92
2770,2026-06-28 18:48:55,18,business,1212,1038,19,5,9,185
2771,2026-02-22 10:32:55,10,design,31272,28000,1599,198,91,283
2772,2026-07-26 14:46:34,14,tech,1817,1487,42,18,20,470
2773,2026-02-25 10:18:09,10,design,9321,7160,365,23,26,270
2774,2026-03-13 07:12:09,7,design,981,810,51,5,2,288
2775,2026-06-16 07:16:24,7,business,5021,4420,72,27,39,193
2776,2026-03-24 06:43:15,6,tech,330,223,6,1,3,385
2777,2026-04-30 08:44:11,8,design,782,705,43,2,1,225
2778,2026-04-03 09:26:44,9,design,2786,2024,104,8,7,355
2779,2026-07-13 15:12:46,15,tech,3380,2897,97,24,48,483
2780,2026-03-16 05:36:40,5,tech,3273,2735,99,39,48,378
2781,2026-04-03 21:34:44,21,business,4634,3465,63,25,34,178
2782,2026-03-28 17:52:43,17,design,29564,23176,1271,62,70,337
2783,2026-04-05 23:13:31,23,design,5487,3890,218,15,10,315
2784,2026-06-26 08:43:30,8,tech,556,409,15,2,4,495
2785,2026-03-06 19:33:10,19,business,713,564,13,1,2,170
2786,2026-05-21 09:29:13,9,tech,11307,9251,264,135,145,499
2787,2026-02-28 15:47:25,15,tech,14158,9969,286,102,179,416
2788,2026-07-26 10:28:10,10,design,25771,20492,1220,160,51,273
2789,2026-08-01 09:54:05,9,tech,577,376,8,5,7,269
2790,2026-06-25 22:28:21,22,tech,11409,9934,200,55,100,408
2791,2026-05-16 15:14:29,15,tech,6586,5084,162,29,92,339
2792,2026-03-26 17:02:25,17,design,2218,2044,112,6,6,311
2793,2026-08-11 12:06:28,12,design,17263,12512,809,34,37,396
2794,2026-03-03 08:04:23,8,design,21238,17995,1321,72,52,191
2795,2026-05-14 19:17:15,19,business,13287,8671,165,46,57,151
2796,2026-05-20 18:43:37,18,design,1243,1043,73,3,4,356
2797,2026-08-19 16:20:09,16,tech,459,398,8,4,6,491
2798,2026-07-06 11:39:40,11,tech,5657,5176,131,72,97,368
2799,2026-04-06 13:46:05,13,business,5572,3753,79,18,26,142
2800,2026-07-21 19:49:08,19,tech,297,253,7,3,2,352
2801,2026-06-07 11:35:59,11,design,1442,1118,86,2,6,397
2802,2026-05-24 23:28:00,23,tech,2894,1960,39,13,27,488
2803,2026-04-08 19:18:33,19,design,4742,3404,248,13,13,354
2804,2026-08-04 09:43:58,9,design,1128,1067,57,5,6,299
2805,2026-06-04 07:08:47,7,tech,2565,1970,54,24,37,437
2806,2026-04-09 13:31:55,13,tech,6729,4510,158,34,64,395
2807,2026-06-09 13:58:05,13,tech,767,521,20,3,9,293
2808,2026-05-30 10:50:49,10,design,1438,999,80,4,3,397
2809,2026-06-09 12:27:21,12,tech,11650,8560,291,124,109,477
2810,2026-03-16 17:03:09,17,tech,18857,14958,354,171,120,355
2811,2026-03-11 10:35:20,10,design,9130,6812,602,27,32,251
2812,2026-04-01 09:51:59,9,design,3215,2531,160,10,11,249
2813,2026-04-10 10:28:36,10,business,1215,1053,26,9,8,120
2814,2026-03-22 08:19:33,8,design,9419,6198,402,40,15,265
2815,2026-07-15 19:27:20,19,business,1437,1009,29,3,9,168
2816,2026-04-10 11:22:13,11,design,5707,5137,455,17,25,309
2817,2026-03-07 11:31:42,11,tech,5494,4273,157,51,68,477
2818,2026-08-12 19:18:32,19,business,1446,1311,14,7,8,138
2819,2026-08-01 14:06:34,14,design,9792,7509,586,44,41,244
2820,2026-04-14 16:24:52,16,design,6602,5535,371,23,23,240
2821,2026-04-13 10:55:11,10,business,26091,24101,672,104,142,164
2822,2026-05-16 08:59:38,8,design,1749,1499,111,5,6,241
2823,2026-06-04 08:29:54,8,tech,24913,18500,511,202,337,439
2824,2026-08-07 18:10:40,18,tech,6351,4335,109,41,60,500
2825,2026-07-03 17:32:14,17,design,825,723,44,5,2,306
2826,2026-05-29 16:02:54,16,business,1633,1455,26,8,9,163
2827,2026-03-30 17:22:13,17,tech,5223,4454,153,41,77,319
2828,2026-05-26 18:37:34,18,tech,20116,17656,495,223,149,337
2829,2026-04-02 21:59:36,21,business,279,196,4,0,1,101
2830,2026-03-29 10:09:34,10,tech,25120,19152,765,214,171,502
2831,2026-06-07 09:36:05,9,design,6221,4172,252,13,12,329
2832,2026-05-14 20:08:01,20,tech,1020,953,24,11,9,365
2833,2026-06-28 17:27:05,17,design,9951,6513,478,30,16,394
2834,2026-03-25 20:43:18,20,business,3775,3551,67,21,25,147
2835,2026-05-15 08:51:34,8,tech,2448,1822,67,26,22,330
2836,2026-08-11 18:45:25,18,design,2636,1745,93,11,6,269
